"Dataset_ID","slice","Longitude","Latitude","MAAT_WAPLS","biome"
259,"10000",145,70.583333,-12,1
260,"1000",-73.316667,42.5,5.14,3
260,"2000",-73.316667,42.5,5.7,3
260,"3000",-73.316667,42.5,6.06666666666667,3
260,"4000",-73.316667,42.5,6.3,3
260,"5000",-73.316667,42.5,6.44,3
260,"6000",-73.316667,42.5,6.7,3
260,"7000",-73.316667,42.5,6.3,3
260,"8000",-73.316667,42.5,6.8,3
260,"9000",-73.316667,42.5,6.15,3
260,"10000",-73.316667,42.5,5.65,3
261,"0",135.583333,67.666667,-12.2,1
261,"1000",135.583333,67.666667,-12.2,1
261,"2000",135.583333,67.666667,-11.8,1
261,"3000",135.583333,67.666667,-12.3,1
267,"0",-124.266667,71.75,-12.6,1
267,"1000",-124.266667,71.75,-12.46,1
267,"2000",-124.266667,71.75,-10.95,2
267,"3000",-124.266667,71.75,-11.4,1
267,"4000",-124.266667,71.75,-11.8,1
267,"5000",-124.266667,71.75,-10.95,2
267,"6000",-124.266667,71.75,-10.1666666666667,2
267,"7000",-124.266667,71.75,-9.9,2
267,"8000",-124.266667,71.75,-9.73333333333333,2
267,"9000",-124.266667,71.75,-8.85,2
267,"10000",-124.266667,71.75,-10.6,2
268,"1000",-119.833333,72.366667,-12.2,1
268,"2000",-119.833333,72.366667,-10.75,2
268,"3000",-119.833333,72.366667,-11.9333333333333,1
268,"4000",-119.833333,72.366667,-12.3,1
268,"5000",-119.833333,72.366667,-12.5333333333333,1
268,"6000",-119.833333,72.366667,-12.7,1
268,"7000",-119.833333,72.366667,-10.7666666666667,2
268,"8000",-119.833333,72.366667,-12.45,1
268,"9000",-119.833333,72.366667,-12.3333333333333,1
268,"10000",-119.833333,72.366667,-10.8,2
269,"1000",-120.216667,73.533333,-15.675,1
269,"2000",-120.216667,73.533333,-13.2,1
269,"3000",-120.216667,73.533333,-14.3666666666667,1
269,"4000",-120.216667,73.533333,-13.5,1
269,"5000",-120.216667,73.533333,-14.6333333333333,1
269,"6000",-120.216667,73.533333,-13.1,1
269,"7000",-120.216667,73.533333,-13.68,1
269,"8000",-120.216667,73.533333,-13.54,1
269,"9000",-120.216667,73.533333,-13.45,1
269,"10000",-120.216667,73.533333,-14.66,1
272,"0",-94.970775,47.559175,3.7,3
272,"1000",-94.970775,47.559175,2.525,3
272,"2000",-94.970775,47.559175,2.2,3
272,"3000",-94.970775,47.559175,3.35,3
272,"4000",-94.970775,47.559175,3.05,3
272,"5000",-94.970775,47.559175,2.9,3
272,"6000",-94.970775,47.559175,3.6,3
275,"0",-94.551555,46.27058,4.55,3
275,"1000",-94.551555,46.27058,4.87727272727273,3
275,"2000",-94.551555,46.27058,5.01111111111111,3
275,"3000",-94.551555,46.27058,5.12,3
275,"4000",-94.551555,46.27058,5.16666666666667,3
275,"5000",-94.551555,46.27058,5.45,3
275,"6000",-94.551555,46.27058,5.18,3
275,"7000",-94.551555,46.27058,5.3,3
275,"8000",-94.551555,46.27058,6.2,3
275,"9000",-94.551555,46.27058,5.5,3
275,"10000",-94.551555,46.27058,5.36666666666667,3
278,"0",-84.186667,35.620833,10.5,3
278,"1000",-84.186667,35.620833,11.9653846153846,3
278,"2000",-84.186667,35.620833,12.75,3
278,"3000",-84.186667,35.620833,11.95,3
279,"0",-110.60071,44.95611,1.2,3
279,"1000",-110.60071,44.95611,2.43333333333333,3
279,"2000",-110.60071,44.95611,2.275,3
279,"3000",-110.60071,44.95611,2.75,3
279,"4000",-110.60071,44.95611,2.5,3
279,"5000",-110.60071,44.95611,1.6,3
279,"6000",-110.60071,44.95611,1.93333333333333,3
279,"7000",-110.60071,44.95611,1.65,3
279,"8000",-110.60071,44.95611,2.4,3
279,"9000",-110.60071,44.95611,2.3,3
279,"10000",-110.60071,44.95611,3.2,3
281,"0",-88.474444,33.563333,16.2,3
281,"1000",-88.474444,33.563333,18.125,3
281,"2000",-88.474444,33.563333,21.7333333333333,3
281,"3000",-88.474444,33.563333,16.78,3
281,"4000",-88.474444,33.563333,14.95,3
281,"5000",-88.474444,33.563333,11.1,3
281,"7000",-88.474444,33.563333,14,3
281,"8000",-88.474444,33.563333,12.5,3
281,"9000",-88.474444,33.563333,13.7,3
281,"10000",-88.474444,33.563333,12.8,3
287,"0",-89.866667,43.083333,8.2,3
287,"1000",-89.866667,43.083333,7.5,3
287,"2000",-89.866667,43.083333,9.2,3
287,"3000",-89.866667,43.083333,7,3
287,"4000",-89.866667,43.083333,7.15,3
287,"5000",-89.866667,43.083333,7.8,3
287,"6000",-89.866667,43.083333,7,3
287,"7000",-89.866667,43.083333,7.25,3
287,"8000",-89.866667,43.083333,7.825,3
287,"9000",-89.866667,43.083333,6.25,3
287,"10000",-89.866667,43.083333,6.46666666666667,3
298,"0",-95.162675,47.1775,4.5,3
298,"1000",-95.162675,47.1775,4.17142857142857,3
298,"2000",-95.162675,47.1775,4.42,3
298,"3000",-95.162675,47.1775,4.63333333333333,3
298,"4000",-95.162675,47.1775,4.58,3
298,"5000",-95.162675,47.1775,4.76,3
298,"6000",-95.162675,47.1775,5.15,3
298,"7000",-95.162675,47.1775,5.56666666666667,3
298,"8000",-95.162675,47.1775,5.56666666666667,3
298,"9000",-95.162675,47.1775,5.2,3
298,"10000",-95.162675,47.1775,4.8,3
302,"0",-119.433333,55.575,-0.7,3
302,"1000",-119.433333,55.575,-0.7,3
302,"2000",-119.433333,55.575,-1.55,3
302,"3000",-119.433333,55.575,-1.7,3
302,"4000",-119.433333,55.575,-2.33333333333333,3
302,"5000",-119.433333,55.575,-2.26666666666667,3
302,"6000",-119.433333,55.575,-2.025,3
302,"7000",-119.433333,55.575,-2.85,3
302,"8000",-119.433333,55.575,-1.61428571428571,3
302,"9000",-119.433333,55.575,-2.06363636363636,3
302,"10000",-119.433333,55.575,-3.9,3
303,"0",-63.2,55.333333,-4.3,2
303,"1000",-63.2,55.333333,-4.46666666666667,2
303,"2000",-63.2,55.333333,-4.36666666666667,2
303,"3000",-63.2,55.333333,-4.425,2
303,"4000",-63.2,55.333333,-3.36666666666667,3
303,"5000",-63.2,55.333333,-3.6,3
303,"6000",-63.2,55.333333,-3.63333333333333,3
303,"7000",-63.2,55.333333,-3.95,3
303,"8000",-63.2,55.333333,-3.63333333333333,3
304,"0",-97.126111,30.36,14.5,3
304,"1000",-97.126111,30.36,11.9,3
304,"2000",-97.126111,30.36,13.1,3
304,"4000",-97.126111,30.36,12.2,3
304,"5000",-97.126111,30.36,11.2,3
304,"6000",-97.126111,30.36,12.4,3
304,"7000",-97.126111,30.36,11.1,3
304,"8000",-97.126111,30.36,11.6333333333333,3
304,"9000",-97.126111,30.36,11.5666666666667,3
304,"10000",-97.126111,30.36,9.3,3
306,"1000",-69.452778,47.457778,2.2,3
306,"2000",-69.452778,47.457778,2,3
306,"3000",-69.452778,47.457778,2.8,3
306,"4000",-69.452778,47.457778,3.1,3
306,"5000",-69.452778,47.457778,2.8,3
306,"6000",-69.452778,47.457778,3.2,3
306,"7000",-69.452778,47.457778,2.85,3
306,"8000",-69.452778,47.457778,3.3,3
306,"9000",-69.452778,47.457778,2.2,3
306,"10000",-69.452778,47.457778,0.933333333333333,3
307,"0",-67.4,55.25,-5.1,2
307,"1000",-67.4,55.25,-5.1,2
307,"2000",-67.4,55.25,-5.2,2
307,"3000",-67.4,55.25,-4.7,2
307,"4000",-67.4,55.25,-4.32857142857143,2
307,"5000",-67.4,55.25,-3.725,3
307,"6000",-67.4,55.25,-4.15714285714286,2
307,"7000",-67.4,55.25,-3.83333333333333,3
307,"8000",-67.4,55.25,-3.96666666666667,3
307,"9000",-67.4,55.25,-4.2,2
307,"10000",-67.4,55.25,-3.86666666666667,3
308,"0",-70.675,45.566667,2.25,3
308,"1000",-70.675,45.566667,3.22307692307692,3
308,"2000",-70.675,45.566667,4,3
308,"3000",-70.675,45.566667,3.82,3
308,"4000",-70.675,45.566667,4.4,3
308,"5000",-70.675,45.566667,4.23333333333333,3
308,"6000",-70.675,45.566667,4.225,3
308,"7000",-70.675,45.566667,4.875,3
308,"8000",-70.675,45.566667,4.375,3
308,"9000",-70.675,45.566667,3.9,3
308,"10000",-70.675,45.566667,4.4,3
309,"1000",-74.683333,43.916667,2.62,3
309,"2000",-74.683333,43.916667,5.325,3
309,"3000",-74.683333,43.916667,5.4,3
309,"4000",-74.683333,43.916667,6.05,3
309,"5000",-74.683333,43.916667,6.45,3
309,"6000",-74.683333,43.916667,6.36,3
309,"7000",-74.683333,43.916667,5.925,3
309,"8000",-74.683333,43.916667,6.3,3
309,"9000",-74.683333,43.916667,6.325,3
309,"10000",-74.683333,43.916667,6.68,3
311,"0",-70.357778,54.355833,-3.5,3
311,"1000",-70.357778,54.355833,-3.4,3
311,"2000",-70.357778,54.355833,-3.2,3
311,"3000",-70.357778,54.355833,-2.55,3
311,"4000",-70.357778,54.355833,-2.9,3
311,"5000",-70.357778,54.355833,-2.9,3
311,"6000",-70.357778,54.355833,-2.6,3
311,"7000",-70.357778,54.355833,-2.73333333333333,3
311,"8000",-70.357778,54.355833,-4.5,2
312,"1000",-81.73,43.22,8.5,3
312,"2000",-81.73,43.22,7.56666666666667,3
312,"3000",-81.73,43.22,7.35,3
312,"4000",-81.73,43.22,7.4,3
312,"5000",-81.73,43.22,8.025,3
312,"6000",-81.73,43.22,5.36,3
312,"7000",-81.73,43.22,0.4,3
313,"0",-89.49247,45.77978,4.46666666666667,3
313,"1000",-89.49247,45.77978,4.1,3
314,"0",-93.545105,44.95769,7,3
314,"1000",-93.545105,44.95769,6.66153846153846,3
316,"0",-79.616389,38.154722,11.1,3
316,"1000",-79.616389,38.154722,10.1,3
316,"2000",-79.616389,38.154722,9.75,3
316,"3000",-79.616389,38.154722,11.8,3
316,"4000",-79.616389,38.154722,11.35,3
316,"5000",-79.616389,38.154722,10.9,3
316,"6000",-79.616389,38.154722,11.4,3
316,"7000",-79.616389,38.154722,11.85,3
316,"8000",-79.616389,38.154722,11.6,3
316,"9000",-79.616389,38.154722,11.3,3
316,"10000",-79.616389,38.154722,7.35,3
317,"1000",28.407205,70.18109,-0.2,3
317,"2000",28.407205,70.18109,-1.06666666666667,3
317,"3000",28.407205,70.18109,0.0333333333333333,3
317,"4000",28.407205,70.18109,-0.133333333333333,3
317,"5000",28.407205,70.18109,0.266666666666667,3
317,"6000",28.407205,70.18109,0.125,3
317,"7000",28.407205,70.18109,1.36666666666667,3
317,"8000",28.407205,70.18109,0.833333333333333,3
317,"9000",28.407205,70.18109,0.3,3
317,"10000",28.407205,70.18109,-0.366666666666667,3
318,"0",-110.260556,44.298611,3.7,3
318,"1000",-110.260556,44.298611,3.025,3
318,"2000",-110.260556,44.298611,3.04,3
318,"3000",-110.260556,44.298611,2.55,3
318,"4000",-110.260556,44.298611,3.9,3
318,"5000",-110.260556,44.298611,3.7,3
318,"6000",-110.260556,44.298611,3.76666666666667,3
318,"7000",-110.260556,44.298611,4.25,3
318,"8000",-110.260556,44.298611,3.6,3
318,"10000",-110.260556,44.298611,3.4,3
321,"10000",-82.933333,40.797222,8.4,3
324,"1000",-73.561755,42.60379,6.5,3
324,"2000",-73.561755,42.60379,6.5,3
324,"3000",-73.561755,42.60379,6.85,3
324,"4000",-73.561755,42.60379,6.775,3
324,"5000",-73.561755,42.60379,7.125,3
324,"6000",-73.561755,42.60379,6.98,3
324,"7000",-73.561755,42.60379,7.1,3
324,"8000",-73.561755,42.60379,6.7,3
324,"9000",-73.561755,42.60379,6.23333333333333,3
324,"10000",-73.561755,42.60379,6.42,3
327,"3000",140.0625,69.165278,-13,1
327,"6000",140.0625,69.165278,-12,1
328,"0",-86.533333,33.5,19.9,3
328,"1000",-86.533333,33.5,21.2,3
328,"2000",-86.533333,33.5,21.9,3
328,"3000",-86.533333,33.5,23.5,3
328,"4000",-86.533333,33.5,26.1,3
328,"6000",-86.533333,33.5,15.8,3
328,"9000",-86.533333,33.5,20.6,3
328,"10000",-86.533333,33.5,14.48,3
329,"1000",-73.868056,45.961111,4.15,3
329,"2000",-73.868056,45.961111,4.35,3
329,"3000",-73.868056,45.961111,4.85,3
329,"4000",-73.868056,45.961111,4.75,3
329,"5000",-73.868056,45.961111,4.55,3
329,"6000",-73.868056,45.961111,4.46666666666667,3
329,"7000",-73.868056,45.961111,5.1,3
329,"8000",-73.868056,45.961111,5.475,3
329,"9000",-73.868056,45.961111,5.275,3
329,"10000",-73.868056,45.961111,4.075,3
331,"1000",-85.016667,30.266667,15.35,3
331,"2000",-85.016667,30.266667,14.6,3
331,"3000",-85.016667,30.266667,14.6,3
331,"4000",-85.016667,30.266667,15,3
331,"5000",-85.016667,30.266667,15,3
331,"6000",-85.016667,30.266667,13.6,3
331,"7000",-85.016667,30.266667,13,3
331,"8000",-85.016667,30.266667,14.4,3
331,"9000",-85.016667,30.266667,14.15,3
331,"10000",-85.016667,30.266667,12.9333333333333,3
332,"0",-88.016667,46.666667,4.2,3
332,"1000",-88.016667,46.666667,3.6,3
332,"2000",-88.016667,46.666667,3.48,3
332,"3000",-88.016667,46.666667,3.93333333333333,3
332,"4000",-88.016667,46.666667,5.2,3
