"Dataset_ID","slice","Longitude","Latitude","MAAT_WAPLS","biome"
3930,"6000",7.1,43.8,10.1142857142857,3
3930,"7000",7.1,43.8,10.55,3
3930,"8000",7.1,43.8,9.97142857142857,3
3930,"9000",7.1,43.8,10.0666666666667,3
3930,"10000",7.1,43.8,10.5875,3
3931,"1000",13.780255,55.45396,8.92,3
3931,"2000",13.780255,55.45396,8.9,3
3931,"3000",13.780255,55.45396,9.04117647058824,3
3931,"4000",13.780255,55.45396,10.3625,3
3931,"5000",13.780255,55.45396,10.9954545454545,3
3931,"6000",13.780255,55.45396,10.1,3
3931,"7000",13.780255,55.45396,11.7263157894737,3
3931,"8000",13.780255,55.45396,11.7444444444444,3
3935,"0",15.19097,49.04174,6.1,3
3935,"1000",15.19097,49.04174,6.46666666666667,3
3935,"2000",15.19097,49.04174,6.95,3
3935,"3000",15.19097,49.04174,5.46666666666667,3
3935,"4000",15.19097,49.04174,6.5,3
3935,"5000",15.19097,49.04174,5.56666666666667,3
3935,"6000",15.19097,49.04174,6.975,3
3935,"7000",15.19097,49.04174,5.925,3
3935,"8000",15.19097,49.04174,6.13333333333333,3
3935,"9000",15.19097,49.04174,6.03333333333333,3
3935,"10000",15.19097,49.04174,5.675,3
3937,"1000",11.660645,64.911095,1.45,3
3937,"2000",11.660645,64.911095,2.76666666666667,3
3937,"3000",11.660645,64.911095,2.93333333333333,3
3937,"4000",11.660645,64.911095,2.86666666666667,3
3937,"5000",11.660645,64.911095,2.95,3
3937,"6000",11.660645,64.911095,3.56666666666667,3
3937,"7000",11.660645,64.911095,2.8,3
3937,"8000",11.660645,64.911095,3.58,3
3937,"9000",11.660645,64.911095,2.125,3
3937,"10000",11.660645,64.911095,1.6,3
3938,"1000",20.67577,52.54316,6.12,3
3938,"2000",20.67577,52.54316,6.90555555555556,3
3938,"3000",20.67577,52.54316,7.93333333333333,3
3938,"4000",20.67577,52.54316,7.4,3
3938,"5000",20.67577,52.54316,7.98823529411765,3
3938,"6000",20.67577,52.54316,8.69047619047619,3
3938,"7000",20.67577,52.54316,8.19444444444444,3
3938,"8000",20.67577,52.54316,8,3
3938,"9000",20.67577,52.54316,7.73928571428571,3
3938,"10000",20.67577,52.54316,7.42692307692308,3
3940,"8000",-3.194722,56.320833,2.5,3
3941,"8000",4.883333,60.533333,5,3
3941,"9000",4.883333,60.533333,5.9,3
3941,"10000",4.883333,60.533333,-0.3,3
3945,"1000",123.24559,63.66731,-7.1,2
3945,"2000",123.24559,63.66731,-7.6,2
3945,"3000",123.24559,63.66731,-6.95,2
3945,"4000",123.24559,63.66731,-6.225,2
3945,"5000",123.24559,63.66731,-6.33333333333333,2
3945,"6000",123.24559,63.66731,-6.55,2
3945,"7000",123.24559,63.66731,-6.15714285714286,2
3945,"8000",123.24559,63.66731,-5.87777777777778,2
3945,"9000",123.24559,63.66731,-6.3,2
3945,"10000",123.24559,63.66731,-6.8,2
3946,"1000",7.843056,46.259167,2.25,3
3946,"2000",7.843056,46.259167,2,3
3946,"3000",7.843056,46.259167,2.43333333333333,3
3946,"4000",7.843056,46.259167,2.68571428571429,3
3946,"5000",7.843056,46.259167,2.58571428571429,3
3946,"6000",7.843056,46.259167,2.56666666666667,3
3946,"7000",7.843056,46.259167,3.08571428571429,3
3946,"8000",7.843056,46.259167,2.55,3
3946,"9000",7.843056,46.259167,2.96666666666667,3
3946,"10000",7.843056,46.259167,2.6,3
3951,"4000",-3.666667,48.416667,9.075,3
3951,"5000",-3.666667,48.416667,9.1625,3
3951,"6000",-3.666667,48.416667,8.14285714285714,3
3951,"7000",-3.666667,48.416667,8.6625,3
3951,"8000",-3.666667,48.416667,8.21428571428572,3
3951,"9000",-3.666667,48.416667,6.63333333333333,3
3953,"2000",0.67685,50.90621,7.83333333333333,3
3953,"3000",0.67685,50.90621,9.32,3
3953,"4000",0.67685,50.90621,9.70625,3
3953,"5000",0.67685,50.90621,10.7461538461538,3
3953,"6000",0.67685,50.90621,10.7525,3
3953,"7000",0.67685,50.90621,10.8375,3
3953,"8000",0.67685,50.90621,10.5,3
3956,"5000",85.166667,58.25,1.63333333333333,3
3956,"6000",85.166667,58.25,0.171428571428571,3
3956,"7000",85.166667,58.25,-2.275,3
3956,"8000",85.166667,58.25,-2.85714285714286,3
3956,"9000",85.166667,58.25,-3.02307692307692,3
3956,"10000",85.166667,58.25,-6.42727272727273,2
3966,"1000",-6.04608,54.18523,8.48333333333333,3
3966,"2000",-6.04608,54.18523,8.04285714285714,3
3966,"3000",-6.04608,54.18523,8.54285714285714,3
3966,"4000",-6.04608,54.18523,8.0875,3
3971,"2000",-5.98393,54.30019,7.1,3
3971,"3000",-5.98393,54.30019,7.86666666666667,3
3971,"4000",-5.98393,54.30019,7.83888888888889,3
3971,"5000",-5.98393,54.30019,8.17333333333333,3
3971,"6000",-5.98393,54.30019,8.44,3
3971,"7000",-5.98393,54.30019,7.5,3
3971,"8000",-5.98393,54.30019,6.4,3
3971,"9000",-5.98393,54.30019,6.55,3
3971,"10000",-5.98393,54.30019,6.4,3
3972,"1000",-1.800278,47.254444,7.45714285714286,3
3972,"2000",-1.800278,47.254444,8.54,3
3972,"3000",-1.800278,47.254444,9.01111111111111,3
3972,"4000",-1.800278,47.254444,7.78823529411765,3
3972,"5000",-1.800278,47.254444,7.90714285714286,3
3972,"6000",-1.800278,47.254444,10.3736842105263,3
3972,"7000",-1.800278,47.254444,12.0261904761905,3
3972,"8000",-1.800278,47.254444,12.4151515151515,3
3972,"9000",-1.800278,47.254444,11.2333333333333,3
3973,"3000",6.404167,44.391111,8.2,3
3973,"4000",6.404167,44.391111,6.83333333333333,3
3973,"5000",6.404167,44.391111,7.175,3
3973,"6000",6.404167,44.391111,7.825,3
3973,"7000",6.404167,44.391111,6.86666666666667,3
3973,"8000",6.404167,44.391111,7.76,3
3973,"9000",6.404167,44.391111,6.98333333333333,3
3973,"10000",6.404167,44.391111,6.06666666666667,3
3975,"1000",129.377875,61.976835,-9.24,2
3975,"2000",129.377875,61.976835,-8.72,2
3975,"3000",129.377875,61.976835,-8.8,2
3975,"4000",129.377875,61.976835,-9.11666666666667,2
3975,"5000",129.377875,61.976835,-9.14,2
3975,"6000",129.377875,61.976835,-9.52,2
3975,"7000",129.377875,61.976835,-9.34,2
3975,"8000",129.377875,61.976835,-9.4,2
3975,"9000",129.377875,61.976835,-9.88333333333333,2
3975,"10000",129.377875,61.976835,-9.4,2
3977,"0",2.875278,45.444444,8.7,3
3977,"1000",2.875278,45.444444,8.86875,3
3977,"2000",2.875278,45.444444,9.88,3
3977,"3000",2.875278,45.444444,9.97777777777778,3
3977,"4000",2.875278,45.444444,10.525,3
3977,"5000",2.875278,45.444444,10.36,3
3977,"6000",2.875278,45.444444,10.55,3
3977,"7000",2.875278,45.444444,10.675,3
3977,"8000",2.875278,45.444444,10.8625,3
3977,"9000",2.875278,45.444444,11.4833333333333,3
3977,"10000",2.875278,45.444444,11.5,3
3984,"2000",106.64653,50.964745,-1.85,3
3984,"3000",106.64653,50.964745,-2.1,3
3984,"4000",106.64653,50.964745,-1.35,3
3984,"5000",106.64653,50.964745,-1.2,3
3984,"6000",106.64653,50.964745,-1.1,3
3984,"7000",106.64653,50.964745,-1.6,3
3984,"8000",106.64653,50.964745,-2.35,3
3985,"1000",161,56.066667,-9.8,2
3985,"2000",161,56.066667,-9.05,2
3985,"3000",161,56.066667,-9.95,2
3985,"4000",161,56.066667,-10.35,2
3985,"8000",161,56.066667,-10,2
3985,"9000",161,56.066667,-10.4,2
3985,"10000",161,56.066667,-10.2,2
3986,"3000",33,57.335,2.45,3
3986,"4000",33,57.335,2.81428571428571,3
3986,"5000",33,57.335,3.975,3
3986,"6000",33,57.335,5.73333333333333,3
3986,"7000",33,57.335,4.5,3
3986,"8000",33,57.335,4.05,3
3986,"9000",33,57.335,2.7,3
3986,"10000",33,57.335,2.7,3
3988,"2000",-5.142625,57.57486,6.3,3
3988,"3000",-5.142625,57.57486,6.7,3
3988,"4000",-5.142625,57.57486,6.24,3
3988,"5000",-5.142625,57.57486,6.32,3
3988,"6000",-5.142625,57.57486,5.9,3
3990,"3000",7.243333,44.150278,4.375,3
3990,"4000",7.243333,44.150278,4.38333333333333,3
3990,"5000",7.243333,44.150278,5.08333333333333,3
3990,"6000",7.243333,44.150278,4.625,3
3990,"9000",7.243333,44.150278,3.95,3
3990,"10000",7.243333,44.150278,4.76666666666667,3
3991,"1000",-4.2993,55.07767,7,3
3991,"2000",-4.2993,55.07767,7.7,3
3991,"3000",-4.2993,55.07767,7.5,3
3991,"4000",-4.2993,55.07767,6.6,3
3991,"5000",-4.2993,55.07767,7.6,3
3991,"6000",-4.2993,55.07767,7.2,3
3991,"7000",-4.2993,55.07767,7.9,3
3991,"8000",-4.2993,55.07767,7.76,3
3994,"1000",12.87573,43.019675,9.57272727272727,3
3994,"2000",12.87573,43.019675,11.04375,3
3994,"3000",12.87573,43.019675,10.0444444444444,3
3994,"4000",12.87573,43.019675,9.23333333333333,3
3994,"5000",12.87573,43.019675,9.71818181818182,3
3996,"9000",-6.6,52.35,2.44117647058824,3
3996,"10000",-6.6,52.35,2.5625,3
3999,"4000",4.131389,39.870556,11.65,3
3999,"5000",4.131389,39.870556,11.4666666666667,3
3999,"6000",4.131389,39.870556,10.7952380952381,3
3999,"7000",4.131389,39.870556,10.7590909090909,3
3999,"8000",4.131389,39.870556,11.0846153846154,3
3999,"9000",4.131389,39.870556,10.9148148148148,3
4002,"3000",-9.6,54.25,7.3,3
4002,"4000",-9.6,54.25,7.55,3
4002,"5000",-9.6,54.25,7.575,3
4002,"6000",-9.6,54.25,7.68,3
4002,"7000",-9.6,54.25,7.6,3
4002,"8000",-9.6,54.25,7.86,3
4002,"9000",-9.6,54.25,7.36666666666667,3
4002,"10000",-9.6,54.25,5.2,3
4004,"1000",-5.983333,54.333333,7.7,3
4004,"2000",-5.983333,54.333333,7.5,3
4004,"3000",-5.983333,54.333333,7.1,3
4004,"5000",-5.983333,54.333333,8.63125,3
4004,"6000",-5.983333,54.333333,8.27142857142857,3
4005,"1000",-4.364167,43.116667,9.12,3
4005,"2000",-4.364167,43.116667,8.98,3
4005,"3000",-4.364167,43.116667,9.31666666666667,3
4005,"4000",-4.364167,43.116667,9.65,3
4005,"5000",-4.364167,43.116667,8.94,3
4005,"6000",-4.364167,43.116667,9.075,3
4005,"7000",-4.364167,43.116667,9.325,3
4005,"8000",-4.364167,43.116667,8.2,3
4010,"0",98.76251,48.18924,-0.9,3
4010,"1000",98.76251,48.18924,-0.7,3
4010,"2000",98.76251,48.18924,-0.1,3
4010,"3000",98.76251,48.18924,-0.8,3
4010,"4000",98.76251,48.18924,-0.75,3
4010,"5000",98.76251,48.18924,0.0333333333333333,3
4010,"6000",98.76251,48.18924,-0.85,3
4010,"7000",98.76251,48.18924,-0.2,3
4010,"8000",98.76251,48.18924,-0.75,3
4010,"9000",98.76251,48.18924,-0.6,3
4010,"10000",98.76251,48.18924,-1.4,3
4011,"0",14.70652,58.32288,4.35,3
4011,"1000",14.70652,58.32288,5.59615384615385,3
4011,"2000",14.70652,58.32288,6.525,3
4011,"3000",14.70652,58.32288,7.4625,3
4011,"4000",14.70652,58.32288,7.74444444444444,3
4011,"5000",14.70652,58.32288,8.5625,3
4011,"6000",14.70652,58.32288,7.23571428571429,3
4011,"7000",14.70652,58.32288,7.51875,3
4011,"8000",14.70652,58.32288,6.85882352941176,3
4011,"9000",14.70652,58.32288,6.60833333333333,3
4012,"0",-1.09648,60.38736,7,3
4012,"1000",-1.09648,60.38736,6.17142857142857,3
4012,"2000",-1.09648,60.38736,4.88571428571429,3
4012,"3000",-1.09648,60.38736,5.925,3
4012,"4000",-1.09648,60.38736,5.3,3
4012,"5000",-1.09648,60.38736,5.12222222222222,3
4012,"6000",-1.09648,60.38736,4.22857142857143,3
4012,"7000",-1.09648,60.38736,4.83333333333333,3
4012,"8000",-1.09648,60.38736,6.0375,3
4012,"9000",-1.09648,60.38736,5.35714285714286,3
4012,"10000",-1.09648,60.38736,5.61666666666667,3
4017,"1000",33.85,62.316667,1.62,3
4017,"2000",33.85,62.316667,2.1,3
4017,"3000",33.85,62.316667,1.2,3
4017,"4000",33.85,62.316667,1.23333333333333,3
4017,"5000",33.85,62.316667,2.13333333333333,3
4017,"6000",33.85,62.316667,1.2,3
4017,"7000",33.85,62.316667,1,3
4017,"8000",33.85,62.316667,0.45,3
4017,"9000",33.85,62.316667,0.95,3
4017,"10000",33.85,62.316667,1.4,3
4020,"1000",99.383333,51.333333,-3.7,3
4020,"2000",99.383333,51.333333,-1.3,3
4020,"3000",99.383333,51.333333,-2.3,3
4020,"4000",99.383333,51.333333,-1.7,3
4020,"5000",99.383333,51.333333,-2,3
4020,"6000",99.383333,51.333333,-2.3,3
4020,"7000",99.383333,51.333333,-2,3
4020,"8000",99.383333,51.333333,-2.6,3
4020,"9000",99.383333,51.333333,-1.95,3
4020,"10000",99.383333,51.333333,-1.5,3
4021,"1000",-5.12887,58.29591,6.1,3
4021,"2000",-5.12887,58.29591,4.9,3
4021,"3000",-5.12887,58.29591,5.53333333333333,3
4021,"4000",-5.12887,58.29591,5.9,3
4021,"5000",-5.12887,58.29591,6.3,3
4021,"6000",-5.12887,58.29591,6.4,3
4021,"7000",-5.12887,58.29591,5.08888888888889,3
4021,"8000",-5.12887,58.29591,3.3,3
4024,"0",13.866667,47.166667,3.3,3
4024,"1000",13.866667,47.166667,4.8,3
4024,"2000",13.866667,47.166667,5.6,3
4024,"3000",13.866667,47.166667,7.4,3
4024,"4000",13.866667,47.166667,5.5,3
4024,"5000",13.866667,47.166667,5.65,3
4024,"6000",13.866667,47.166667,3.34,3
4024,"7000",13.866667,47.166667,5.16666666666667,3
4024,"8000",13.866667,47.166667,7.13333333333333,3
4024,"9000",13.866667,47.166667,6.1,3
4024,"10000",13.866667,47.166667,3.51666666666667,3
4025,"2000",16.42123,48.7767,5,3
4025,"3000",16.42123,48.7767,6.21428571428571,3
4025,"4000",16.42123,48.7767,5.875,3
4025,"5000",16.42123,48.7767,5.45,3
4025,"6000",16.42123,48.7767,4.075,3
4025,"7000",16.42123,48.7767,5.5,3
4025,"8000",16.42123,48.7767,3.3,3
4025,"9000",16.42123,48.7767,4.65,3
4025,"10000",16.42123,48.7767,5.62857142857143,3
4028,"2000",3.916667,43.566389,10.2461538461538,3
4028,"3000",3.916667,43.566389,10.1095238095238,3
4028,"4000",3.916667,43.566389,9.8421052631579,3
4028,"5000",3.916667,43.566389,10.565,3
4028,"6000",3.916667,43.566389,11.685,3
4028,"7000",3.916667,43.566389,11.5821428571429,3
4028,"8000",3.916667,43.566389,9.84347826086957,3
4028,"9000",3.916667,43.566389,9.10714285714286,3
4028,"10000",3.916667,43.566389,9.14375,3
4030,"1000",111.5005,52.6242,-2.5,3
4030,"2000",111.5005,52.6242,-2.9,3
4030,"3000",111.5005,52.6242,-1.8,3
4030,"4000",111.5005,52.6242,-1.8,3
4030,"5000",111.5005,52.6242,-2.5,3
4030,"6000",111.5005,52.6242,-2,3
4030,"7000",111.5005,52.6242,-1.9,3
4030,"8000",111.5005,52.6242,-2.9,3
4030,"9000",111.5005,52.6242,-3.3,3
4031,"4000",23.966667,58.366667,5.075,3
4031,"5000",23.966667,58.366667,5.84444444444444,3
4031,"6000",23.966667,58.366667,6.6,3
4031,"7000",23.966667,58.366667,7.31111111111111,3
4031,"8000",23.966667,58.366667,6.4875,3
4031,"9000",23.966667,58.366667,5.75555555555556,3
4031,"10000",23.966667,58.366667,4.86666666666667,3
4032,"1000",-3.700556,43.121389,9.6,3
4032,"2000",-3.700556,43.121389,11.7,3
4032,"3000",-3.700556,43.121389,11.2,3
4032,"4000",-3.700556,43.121389,11.6,3
4032,"5000",-3.700556,43.121389,8.85,3
4032,"6000",-3.700556,43.121389,10.15,3
4032,"7000",-3.700556,43.121389,9.9,3
4040,"0",12.13394,62.61594,1.775,3
4040,"1000",12.13394,62.61594,-2.70588235294118,3
4040,"2000",12.13394,62.61594,-3.25,3
4040,"3000",12.13394,62.61594,-3.54545454545455,3
4040,"4000",12.13394,62.61594,-4.76315789473684,2
4040,"5000",12.13394,62.61594,-2.92,3
4040,"6000",12.13394,62.61594,2.57142857142857,3
4041,"1000",6.173345,59.701145,0.9,3
4041,"2000",6.173345,59.701145,0.7,3
4041,"3000",6.173345,59.701145,0.5,3
4041,"4000",6.173345,59.701145,0,3
4041,"5000",6.173345,59.701145,4.7,3
4041,"6000",6.173345,59.701145,0.8,3
4041,"7000",6.173345,59.701145,-1.85,3
4041,"8000",6.173345,59.701145,-1.46666666666667,3
4041,"9000",6.173345,59.701145,-2.58333333333333,3
4041,"10000",6.173345,59.701145,-1.525,3
4042,"1000",13.67319,58.55679,3.92,3
4042,"2000",13.67319,58.55679,4.78,3
4042,"3000",13.67319,58.55679,6.06666666666667,3
4042,"4000",13.67319,58.55679,6.55,3
4042,"5000",13.67319,58.55679,6.95,3
4042,"6000",13.67319,58.55679,6.60833333333333,3
4042,"7000",13.67319,58.55679,7.15714285714286,3
4042,"8000",13.67319,58.55679,7.18235294117647,3
4042,"9000",13.67319,58.55679,5.94285714285714,3
4042,"10000",13.67319,58.55679,4.90833333333333,3
4045,"0",8.763889,53.666667,7.8,3
4045,"1000",8.763889,53.666667,7.96923076923077,3
4045,"2000",8.763889,53.666667,8.525,3
4045,"3000",8.763889,53.666667,7.99166666666667,3
4045,"4000",8.763889,53.666667,8.13333333333333,3
4045,"5000",8.763889,53.666667,8.7,3
4045,"6000",8.763889,53.666667,7.49166666666667,3
4045,"7000",8.763889,53.666667,5.67142857142857,3
4045,"8000",8.763889,53.666667,2.84,3
4045,"9000",8.763889,53.666667,2.48571428571429,3
4045,"10000",8.763889,53.666667,3.93333333333333,3
4047,"1000",-1,48.516667,9.6013698630137,3
4047,"2000",-1,48.516667,10.6571428571429,3
4050,"1000",-2.25,47.366667,10.1,3
4050,"2000",-2.25,47.366667,10.2,3
4050,"3000",-2.25,47.366667,10.1375,3
4050,"4000",-2.25,47.366667,9.47142857142857,3
4050,"5000",-2.25,47.366667,7.72,3
4050,"6000",-2.25,47.366667,14.25,3
4050,"7000",-2.25,47.366667,13.2,3
4053,"0",-0.833333,48.516667,11.3,3
4053,"1000",-0.833333,48.516667,9.99285714285714,3
4055,"0",-0.833333,48.516667,12.7,3
4055,"1000",-0.833333,48.516667,9.8695652173913,3
4056,"0",-0.191667,48.444444,6.5,3
4056,"1000",-0.191667,48.444444,7.87142857142857,3
4056,"2000",-0.191667,48.444444,9.42,3
4056,"3000",-0.191667,48.444444,8.9,3
4056,"4000",-0.191667,48.444444,9.4,3
4056,"5000",-0.191667,48.444444,11.1,3
4056,"6000",-0.191667,48.444444,10.95,3
4056,"7000",-0.191667,48.444444,9.83333333333333,3
4056,"8000",-0.191667,48.444444,9.05,3
4056,"9000",-0.191667,48.444444,8.3,3
4056,"10000",-0.191667,48.444444,6.43333333333333,3
4057,"3000",10.12398,62.57327,-2.9,3
4057,"4000",10.12398,62.57327,-2.4,3
4057,"5000",10.12398,62.57327,-1.26666666666667,3
4057,"6000",10.12398,62.57327,0.15,3
4057,"7000",10.12398,62.57327,1.725,3
4057,"8000",10.12398,62.57327,0.7,3
4057,"9000",10.12398,62.57327,-0.5,3
4057,"10000",10.12398,62.57327,-2.5,3
4058,"0",13.9,47.116667,1.7,3
4058,"1000",13.9,47.116667,3.775,3
4058,"2000",13.9,47.116667,6.6,3
4058,"3000",13.9,47.116667,5.1,3
4058,"4000",13.9,47.116667,5.33333333333333,3
4058,"5000",13.9,47.116667,6.8,3
4058,"6000",13.9,47.116667,6.33333333333333,3
4058,"7000",13.9,47.116667,6.6,3
4058,"8000",13.9,47.116667,5.64,3
4058,"9000",13.9,47.116667,4.0875,3
4058,"10000",13.9,47.116667,3.5,3
4059,"0",17.3655,52.32201,4.9,3
4059,"1000",17.3655,52.32201,7.18333333333333,3
4059,"2000",17.3655,52.32201,7.85,3
4059,"3000",17.3655,52.32201,8.97142857142857,3
4059,"4000",17.3655,52.32201,10.3833333333333,3
4059,"5000",17.3655,52.32201,9.97142857142857,3
4059,"6000",17.3655,52.32201,10.2142857142857,3
4059,"7000",17.3655,52.32201,10.0142857142857,3
4059,"8000",17.3655,52.32201,9.3875,3
4059,"9000",17.3655,52.32201,9.51666666666667,3
4060,"1000",3.965,39.936944,12.8,3
4060,"2000",3.965,39.936944,11.1333333333333,3
4060,"3000",3.965,39.936944,12.8666666666667,3
4060,"4000",3.965,39.936944,12.3666666666667,3
4060,"5000",3.965,39.936944,12.8333333333333,3
4060,"6000",3.965,39.936944,12.5,3
4060,"7000",3.965,39.936944,11.8333333333333,3
4060,"8000",3.965,39.936944,12.4885714285714,3
4060,"9000",3.965,39.936944,12.8106382978723,3
4063,"1000",26.911685,44.10742,8.85714285714286,3
4063,"2000",26.911685,44.10742,9.33,3
4063,"3000",26.911685,44.10742,9.36666666666667,3
4063,"4000",26.911685,44.10742,9.53333333333333,3
4063,"5000",26.911685,44.10742,10.1,3
4063,"6000",26.911685,44.10742,10.3,3
4063,"7000",26.911685,44.10742,9.83333333333333,3
4069,"10000",-6.277,57.18226,2.52,3
4071,"7000",22.316667,40.666667,10.275,3
4071,"8000",22.316667,40.666667,9.4,3
4071,"9000",22.316667,40.666667,9.14166666666667,3
4078,"0",33.8,62.2,1.4,3
4078,"1000",33.8,62.2,0.828571428571429,3
4078,"2000",33.8,62.2,0.5,3
4078,"3000",33.8,62.2,1.34,3
4078,"4000",33.8,62.2,2.025,3
4078,"5000",33.8,62.2,2.775,3
4078,"6000",33.8,62.2,2.26666666666667,3
4078,"7000",33.8,62.2,1.9,3
4078,"8000",33.8,62.2,1.16666666666667,3
4078,"9000",33.8,62.2,0.36,3
4078,"10000",33.8,62.2,-0.72,3
4081,"0",106.6188,50.2618,-2,3
4081,"1000",106.6188,50.2618,-1.1,3
4081,"2000",106.6188,50.2618,-1.93333333333333,3
4081,"3000",106.6188,50.2618,-1.375,3
4081,"4000",106.6188,50.2618,-1.76666666666667,3
4081,"5000",106.6188,50.2618,-1.6,3
4081,"6000",106.6188,50.2618,-2.4,3
4081,"7000",106.6188,50.2618,-1.8,3
4081,"8000",106.6188,50.2618,-2,3
4081,"9000",106.6188,50.2618,-1.475,3
4081,"10000",106.6188,50.2618,-1.85714285714286,3
4083,"1000",22.83784,39.16058,10.25,3
4083,"2000",22.83784,39.16058,9.875,3
4083,"3000",22.83784,39.16058,9.06666666666667,3
4083,"4000",22.83784,39.16058,8.96666666666667,3
4083,"5000",22.83784,39.16058,9.63333333333333,3
4083,"6000",22.83784,39.16058,9.92,3
4083,"7000",22.83784,39.16058,10.1375,3
4083,"8000",22.83784,39.16058,11.18,3
4083,"9000",22.83784,39.16058,9.36666666666667,3
4086,"4000",-4.61178,50.54122,4.2,3
4086,"5000",-4.61178,50.54122,4.18181818181818,3
4086,"6000",-4.61178,50.54122,5.35454545454545,3
4086,"7000",-4.61178,50.54122,5.70909090909091,3
4086,"8000",-4.61178,50.54122,8.15454545454545,3
4086,"9000",-4.61178,50.54122,8.37222222222222,3
4086,"10000",-4.61178,50.54122,8.2,3
4092,"0",24.25122,60.62404,3.8,3
4092,"1000",24.25122,60.62404,3.1125,3
4092,"2000",24.25122,60.62404,3.225,3
4092,"3000",24.25122,60.62404,3.85555555555556,3
4092,"4000",24.25122,60.62404,4.6125,3
4092,"5000",24.25122,60.62404,5.92,3
4092,"6000",24.25122,60.62404,5.7875,3
4092,"7000",24.25122,60.62404,6,3
4092,"8000",24.25122,60.62404,5.04666666666667,3
4092,"9000",24.25122,60.62404,4.9875,3
4092,"10000",24.25122,60.62404,4.05,3
4095,"2000",0.833333,52.5,9.7,3
4095,"3000",0.833333,52.5,10.58,3
4095,"4000",0.833333,52.5,11.2,3
4095,"5000",0.833333,52.5,10.6333333333333,3
4095,"6000",0.833333,52.5,10.6285714285714,3
4095,"7000",0.833333,52.5,10.76,3
4095,"8000",0.833333,52.5,10.7952380952381,3
4095,"9000",0.833333,52.5,10.7444444444444,3
4095,"10000",0.833333,52.5,9.39032258064516,3
4097,"1000",88.28455,48.67256,-0.8,3
4097,"2000",88.28455,48.67256,-1.9,3
4097,"3000",88.28455,48.67256,-1.7,3
4097,"4000",88.28455,48.67256,-1.6,3
4097,"5000",88.28455,48.67256,-1.55,3
4097,"6000",88.28455,48.67256,-2.6,3
4097,"7000",88.28455,48.67256,-2.56666666666667,3
4097,"8000",88.28455,48.67256,-2.2,3
4097,"9000",88.28455,48.67256,-2.2,3
4097,"10000",88.28455,48.67256,-2.55,3
4102,"0",100.22665,50.6286,-3.5,3
4102,"1000",100.22665,50.6286,-3.3,3
4102,"2000",100.22665,50.6286,-3.6,3
4102,"3000",100.22665,50.6286,-3.05,3
4102,"4000",100.22665,50.6286,-3.05,3
4102,"5000",100.22665,50.6286,-2.5,3
4102,"6000",100.22665,50.6286,-2.7,3
4102,"7000",100.22665,50.6286,-2.1,3
4102,"8000",100.22665,50.6286,-1.9,3
4107,"0",27.50783,59.10972,4.4,3
4107,"1000",27.50783,59.10972,3.67142857142857,3
4107,"2000",27.50783,59.10972,3.86666666666667,3
4107,"3000",27.50783,59.10972,4,3
4107,"4000",27.50783,59.10972,5.1,3
4107,"5000",27.50783,59.10972,5.775,3
4107,"6000",27.50783,59.10972,5.83333333333333,3
4107,"7000",27.50783,59.10972,5.25,3
4107,"8000",27.50783,59.10972,4.125,3
4107,"9000",27.50783,59.10972,3.3,3
4107,"10000",27.50783,59.10972,1.24,3
4114,"4000",20.730556,39.7625,10.3,3
4114,"5000",20.730556,39.7625,8.85,3
4114,"6000",20.730556,39.7625,9.35,3
4114,"7000",20.730556,39.7625,8.6,3
4114,"8000",20.730556,39.7625,10.6666666666667,3
4114,"9000",20.730556,39.7625,9.2,3
4114,"10000",20.730556,39.7625,10.9,3
4115,"0",22.79906,60.2149,1.8,3
4115,"1000",22.79906,60.2149,2.8,3
4115,"2000",22.79906,60.2149,5.125,3
4115,"3000",22.79906,60.2149,5.51111111111111,3
4115,"4000",22.79906,60.2149,6.24166666666667,3
4116,"5000",38.766667,56.816667,4.8,3
4116,"6000",38.766667,56.816667,6.38888888888889,3
4116,"7000",38.766667,56.816667,6.6,3
4117,"3000",38.766667,56.816667,2.3,3
4117,"4000",38.766667,56.816667,2.9875,3
4117,"5000",38.766667,56.816667,2.75,3
4117,"6000",38.766667,56.816667,2.5,3
4117,"7000",38.766667,56.816667,1.65,3
4117,"8000",38.766667,56.816667,2.2,3
4117,"9000",38.766667,56.816667,2.1,3
4117,"10000",38.766667,56.816667,2.3,3
4118,"1000",19.677778,49.041667,4.73333333333333,3
4118,"2000",19.677778,49.041667,5.48,3
4118,"3000",19.677778,49.041667,4.63333333333333,3
4118,"4000",19.677778,49.041667,4.77692307692308,3
4118,"5000",19.677778,49.041667,5.78333333333333,3
4118,"6000",19.677778,49.041667,5.8,3
4118,"7000",19.677778,49.041667,5.975,3
4118,"8000",19.677778,49.041667,4.75,3
4118,"9000",19.677778,49.041667,4.95,3
4118,"10000",19.677778,49.041667,4.55,3
4120,"1000",21.8875,49.3705,6.95,3
4120,"2000",21.8875,49.3705,8.26666666666667,3
4120,"3000",21.8875,49.3705,8.23333333333333,3
4120,"4000",21.8875,49.3705,8.15,3
4120,"5000",21.8875,49.3705,7.33333333333333,3
4120,"6000",21.8875,49.3705,7.2,3
4120,"7000",21.8875,49.3705,6.85,3
4120,"8000",21.8875,49.3705,5.9,3
4120,"9000",21.8875,49.3705,3.4,3
4120,"10000",21.8875,49.3705,2.9,3
4127,"10000",14.62598,49.23475,4.3,3
4133,"0",25.86881,61.41513,3.3,3
4133,"1000",25.86881,61.41513,2.5,3
