"Dataset_ID","slice","Lat","Lon","MAT"
232,8000,30.622222,-83.253889,18.1371877098084
234,2500,37.595833,-119.008333,7.61714303834098
234,3000,37.595833,-119.008333,7.81714303834098
234,3500,37.595833,-119.008333,7.91714303834098
234,4000,37.595833,-119.008333,7.51714303834098
234,4500,37.595833,-119.008333,7.81714303834098
234,7000,37.595833,-119.008333,8.61714303834098
234,7500,37.595833,-119.008333,9.11714303834098
234,8000,37.595833,-119.008333,7.61714303834098
234,9000,37.595833,-119.008333,7.71714303834098
234,10000,37.595833,-119.008333,8.31714303834098
234,5000,37.595833,-119.008333,9.11714303834098
234,5500,37.595833,-119.008333,7.21714303834098
234,6000,37.595833,-119.008333,8.71714303834098
234,6500,37.595833,-119.008333,8.41714303834098
234,0,37.595833,-119.008333,8.51714303834098
234,500,37.595833,-119.008333,8.31714303834098
234,1000,37.595833,-119.008333,8.64214303834098
234,1500,37.595833,-119.008333,8.38380970500764
234,2000,37.595833,-119.008333,8.36714303834098
236,1000,47.23,-79.78,1.76095840930939
236,1500,47.23,-79.78,2.56095840930939
236,2000,47.23,-79.78,2.06095840930939
236,500,47.23,-79.78,2.76095840930939
236,7000,47.23,-79.78,7.06095840930938
236,7500,47.23,-79.78,4.71095840930938
236,8000,47.23,-79.78,3.26095840930939
236,8500,47.23,-79.78,3.51095840930938
236,2500,47.23,-79.78,1.56095840930939
236,3000,47.23,-79.78,1.66095840930939
236,3500,47.23,-79.78,2.36095840930939
236,4000,47.23,-79.78,2.56095840930939
236,4500,47.23,-79.78,2.96095840930939
236,5000,47.23,-79.78,3.46095840930938
236,5500,47.23,-79.78,3.76095840930938
236,6000,47.23,-79.78,3.66095840930938
236,6500,47.23,-79.78,4.76095840930938
236,9000,47.23,-79.78,3.16095840930939
236,9500,47.23,-79.78,2.31095840930939
236,10000,47.23,-79.78,3.56095840930938
238,3000,46.4,-78.916667,4.1764714350303
238,5000,46.4,-78.916667,4.05980476836364
238,3500,46.4,-78.916667,4.1764714350303
238,4000,46.4,-78.916667,3.95980476836364
238,4500,46.4,-78.916667,4.34313810169697
238,7000,46.4,-78.916667,5.28480476836364
238,7500,46.4,-78.916667,5.30980476836364
238,8000,46.4,-78.916667,4.84313810169697
238,8500,46.4,-78.916667,3.94980476836363
238,9000,46.4,-78.916667,3.40980476836364
238,9500,46.4,-78.916667,3.05980476836364
238,10000,46.4,-78.916667,3.35980476836363
238,6000,46.4,-78.916667,4.65980476836364
238,6500,46.4,-78.916667,5.10980476836364
238,0,46.4,-78.916667,3.30980476836363
238,5500,46.4,-78.916667,4.40980476836364
238,1000,46.4,-78.916667,3.30980476836363
238,1500,46.4,-78.916667,4.3764714350303
238,2000,46.4,-78.916667,3.90980476836363
238,500,46.4,-78.916667,3.2764714350303
238,2500,46.4,-78.916667,4.30980476836364
239,0,45.8,-122.491667,9.06127477319969
239,500,45.8,-122.491667,8.70999272191763
239,1000,45.8,-122.491667,8.89460810653302
239,7500,45.8,-122.491667,8.04460810653302
239,8000,45.8,-122.491667,6.19460810653302
239,8500,45.8,-122.491667,6.39460810653302
239,9000,45.8,-122.491667,6.29460810653302
239,2000,45.8,-122.491667,6.59460810653302
239,3000,45.8,-122.491667,8.39460810653302
239,3500,45.8,-122.491667,7.99460810653302
239,4000,45.8,-122.491667,6.69460810653302
239,4500,45.8,-122.491667,7.59460810653302
239,5500,45.8,-122.491667,9.19460810653302
239,6000,45.8,-122.491667,7.99460810653302
239,6500,45.8,-122.491667,7.64460810653302
239,7000,45.8,-122.491667,7.04460810653302
239,9500,45.8,-122.491667,10.594608106533
239,10000,45.8,-122.491667,6.39460810653302
250,3500,37.473105,-108.160375,3.75113068575104
250,4000,37.473105,-108.160375,5.63446401908438
250,5500,37.473105,-108.160375,6.10113068575104
250,6000,37.473105,-108.160375,5.87613068575104
250,4500,37.473105,-108.160375,5.80113068575104
250,5000,37.473105,-108.160375,6.02613068575104
250,0,37.473105,-108.160375,7.20113068575104
250,500,37.473105,-108.160375,6.52218331732999
250,1000,37.473105,-108.160375,6.43446401908438
250,1500,37.473105,-108.160375,5.96363068575104
250,2000,37.473105,-108.160375,5.71541640003676
250,2500,37.473105,-108.160375,6.10113068575104
250,3000,37.473105,-108.160375,6.26113068575104
250,6500,37.473105,-108.160375,8.40113068575104
253,4500,65.016667,-127.483333,-8.9946250851949
253,5000,65.016667,-127.483333,-9.51129175186157
253,5500,65.016667,-127.483333,-9.7946250851949
253,4000,65.016667,-127.483333,-8.11129175186157
253,0,65.016667,-127.483333,-8.76129175186157
253,500,65.016667,-127.483333,-7.76129175186157
253,1000,65.016667,-127.483333,-7.96129175186157
253,1500,65.016667,-127.483333,-8.96129175186157
253,2000,65.016667,-127.483333,-7.99462508519491
253,2500,65.016667,-127.483333,-8.16129175186157
253,3000,65.016667,-127.483333,-8.31129175186157
253,3500,65.016667,-127.483333,-8.9946250851949
253,6000,65.016667,-127.483333,-8.96129175186157
253,6500,65.016667,-127.483333,-10.1279584185282
253,7000,65.016667,-127.483333,-10.0612917518616
253,7500,65.016667,-127.483333,-10.2612917518616
253,8000,65.016667,-127.483333,-9.36129175186157
253,8500,65.016667,-127.483333,-9.26129175186157
253,9000,65.016667,-127.483333,-9.51129175186157
253,9500,65.016667,-127.483333,-9.96129175186157
253,10000,65.016667,-127.483333,-10.6612917518616
254,1000,42.25,-77.916667,7.76168287717379
254,1500,42.25,-77.916667,7.36168287717379
254,2000,42.25,-77.916667,7.96168287717379
254,500,42.25,-77.916667,7.17834954384046
254,9500,42.25,-77.916667,4.86168287717379
254,2500,42.25,-77.916667,6.76168287717379
254,3000,42.25,-77.916667,7.21168287717379
254,3500,42.25,-77.916667,7.41168287717379
254,4000,42.25,-77.916667,5.96168287717379
254,4500,42.25,-77.916667,6.76168287717379
254,5000,42.25,-77.916667,7.41168287717379
254,5500,42.25,-77.916667,6.71168287717379
254,7000,42.25,-77.916667,6.46168287717379
254,8000,42.25,-77.916667,7.06168287717379
256,2000,43.25,134.566667,5.33129173517227
256,3000,43.25,134.566667,5.63129173517227
256,4500,43.25,134.566667,5.53129173517227
256,500,43.25,134.566667,3.63129173517227
256,5000,43.25,134.566667,6.23129173517227
256,6000,43.25,134.566667,4.03129173517227
256,6500,43.25,134.566667,6.08129173517227
256,7000,43.25,134.566667,5.68129173517227
258,3000,54.047222,-76.120278,-3.93841018091168
258,3500,54.047222,-76.120278,-4.73841018091168
258,4000,54.047222,-76.120278,-3.93841018091168
258,4500,54.047222,-76.120278,-4.53841018091168
258,500,54.047222,-76.120278,-4.28841018091168
258,1000,54.047222,-76.120278,-3.43841018091168
258,1500,54.047222,-76.120278,-5.13841018091168
258,2000,54.047222,-76.120278,-5.43841018091168
258,2500,54.047222,-76.120278,-4.23841018091168
258,5000,54.047222,-76.120278,-4.93841018091168
258,5500,54.047222,-76.120278,-5.43841018091168
258,6000,54.047222,-76.120278,-6.03841018091168
258,6500,54.047222,-76.120278,-3.43841018091168
258,7000,54.047222,-76.120278,-4.73841018091168
258,7500,54.047222,-76.120278,-4.53841018091168
258,8000,54.047222,-76.120278,-2.77174351424502
258,8500,54.047222,-76.120278,-2.13841018091168
258,9000,54.047222,-76.120278,-1.43841018091168
260,1000,42.5,-73.316667,7.11320332050324
260,1500,42.5,-73.316667,7.81320332050324
260,2000,42.5,-73.316667,8.61320332050324
260,500,42.5,-73.316667,7.96320332050324
260,7000,42.5,-73.316667,8.91320332050324
260,7500,42.5,-73.316667,9.31320332050323
260,8000,42.5,-73.316667,8.91320332050324
260,8500,42.5,-73.316667,8.11320332050324
260,9000,42.5,-73.316667,8.81320332050323
260,10000,42.5,-73.316667,7.96320332050324
260,3000,42.5,-73.316667,8.01320332050324
260,3500,42.5,-73.316667,8.36320332050324
260,4000,42.5,-73.316667,9.11320332050324
260,4500,42.5,-73.316667,8.94653665383657
260,5000,42.5,-73.316667,8.46320332050323
260,5500,42.5,-73.316667,9.01320332050324
260,6000,42.5,-73.316667,9.01320332050324
260,6500,42.5,-73.316667,8.31320332050323
260,2500,42.5,-73.316667,9.11320332050324
261,0,67.666667,135.583333,-16.2158751678467
261,500,67.666667,135.583333,-16.0825418345133
261,1000,67.666667,135.583333,-16.6158751678467
261,1500,67.666667,135.583333,-15.9158751678467
261,2000,67.666667,135.583333,-15.6158751678467
261,2500,67.666667,135.583333,-16.5158751678467
261,3000,67.666667,135.583333,-16.1158751678467
267,500,71.75,-124.266667,-14.124841528393
267,1000,71.75,-124.266667,-13.774841528393
267,1500,71.75,-124.266667,-12.6581748617263
267,2000,71.75,-124.266667,-12.2915081950596
267,0,71.75,-124.266667,-14.124841528393
267,7000,71.75,-124.266667,-10.874841528393
267,7500,71.75,-124.266667,-11.724841528393
267,8000,71.75,-124.266667,-11.024841528393
267,8500,71.75,-124.266667,-11.124841528393
267,2500,71.75,-124.266667,-13.374841528393
267,3000,71.75,-124.266667,-12.624841528393
267,3500,71.75,-124.266667,-12.724841528393
267,4000,71.75,-124.266667,-13.924841528393
267,4500,71.75,-124.266667,-12.924841528393
267,5000,71.75,-124.266667,-12.024841528393
267,5500,71.75,-124.266667,-12.024841528393
267,6000,71.75,-124.266667,-11.524841528393
267,6500,71.75,-124.266667,-11.974841528393
267,10000,71.75,-124.266667,-13.574841528393
267,9000,71.75,-124.266667,-9.62484152839297
267,9500,71.75,-124.266667,-10.674841528393
268,4000,72.366667,-119.833333,-14.447538208239
268,3500,72.366667,-119.833333,-14.847538208239
268,6000,72.366667,-119.833333,-15.047538208239
268,4500,72.366667,-119.833333,-14.547538208239
268,5000,72.366667,-119.833333,-15.547538208239
268,5500,72.366667,-119.833333,-15.047538208239
268,8000,72.366667,-119.833333,-14.247538208239
268,8500,72.366667,-119.833333,-13.947538208239
268,9000,72.366667,-119.833333,-15.047538208239
268,9500,72.366667,-119.833333,-12.497538208239
268,10000,72.366667,-119.833333,-13.797538208239
268,3000,72.366667,-119.833333,-14.547538208239
268,6500,72.366667,-119.833333,-12.947538208239
268,7000,72.366667,-119.833333,-13.197538208239
268,7500,72.366667,-119.833333,-15.347538208239
268,500,72.366667,-119.833333,-15.247538208239
268,1000,72.366667,-119.833333,-13.847538208239
268,1500,72.366667,-119.833333,-12.847538208239
268,2000,72.366667,-119.833333,-13.347538208239
268,2500,72.366667,-119.833333,-14.147538208239
269,1000,73.533333,-120.216667,-14.9739038617987
269,1500,73.533333,-120.216667,-12.8239038617987
269,2000,73.533333,-120.216667,-13.6239038617987
269,2500,73.533333,-120.216667,-14.8739038617987
269,500,73.533333,-120.216667,-16.4239038617987
269,7500,73.533333,-120.216667,-13.5739038617987
269,8000,73.533333,-120.216667,-13.5572371951321
269,8500,73.533333,-120.216667,-12.6739038617987
269,9000,73.533333,-120.216667,-14.2739038617987
269,3000,73.533333,-120.216667,-13.4239038617987
269,3500,73.533333,-120.216667,-13.3739038617987
269,4000,73.533333,-120.216667,-13.8239038617987
269,4500,73.533333,-120.216667,-15.2739038617987
269,5000,73.533333,-120.216667,-13.4239038617987
269,5500,73.533333,-120.216667,-13.3739038617987
269,6000,73.533333,-120.216667,-12.6239038617987
269,6500,73.533333,-120.216667,-13.6239038617987
269,7000,73.533333,-120.216667,-13.8239038617987
269,9500,73.533333,-120.216667,-14.6572371951321
269,10000,73.533333,-120.216667,-14.7239038617987
272,4500,47.559175,-94.970775,3.97051478834713
272,0,47.559175,-94.970775,4.77051478834713
272,500,47.559175,-94.970775,3.62051478834713
272,6000,47.559175,-94.970775,4.67051478834713
272,1500,47.559175,-94.970775,3.27051478834713
272,2500,47.559175,-94.970775,4.37051478834713
272,3000,47.559175,-94.970775,4.47051478834713
272,1000,47.559175,-94.970775,3.57051478834713
272,3500,47.559175,-94.970775,4.12051478834713
275,0,46.27058,-94.551555,4.66840596533938
275,500,46.27058,-94.551555,4.94917519610861
275,1000,46.27058,-94.551555,5.06285040978382
275,6000,46.27058,-94.551555,5.35173929867271
275,6500,46.27058,-94.551555,5.26840596533938
275,7000,46.27058,-94.551555,5.56840596533938
275,7500,46.27058,-94.551555,6.51840596533938
275,1500,46.27058,-94.551555,5.11840596533938
275,2000,46.27058,-94.551555,5.15173929867271
275,2500,46.27058,-94.551555,5.15173929867271
275,3000,46.27058,-94.551555,5.36840596533938
275,3500,46.27058,-94.551555,5.21840596533938
275,4000,46.27058,-94.551555,5.35173929867271
275,4500,46.27058,-94.551555,5.06840596533938
275,5000,46.27058,-94.551555,5.81840596533938
275,5500,46.27058,-94.551555,5.21840596533938
275,8000,46.27058,-94.551555,6.21840596533938
275,8500,46.27058,-94.551555,5.41840596533938
275,9000,46.27058,-94.551555,5.81840596533938
275,9500,46.27058,-94.551555,5.51840596533938
275,10000,46.27058,-94.551555,5.45173929867271
278,2500,35.620833,-84.186667,13.3920035826854
278,3000,35.620833,-84.186667,13.2253369160188
278,1000,35.620833,-84.186667,14.5503369160188
278,2000,35.620833,-84.186667,14.4786702493521
278,0,35.620833,-84.186667,11.8586702493521
278,500,35.620833,-84.186667,12.2729559636378
278,1500,35.620833,-84.186667,13.7386702493521
279,0,44.95611,-110.60071,1.24975008567175
279,5000,44.95611,-110.60071,1.04975008567175
279,5500,44.95611,-110.60071,1.64975008567174
279,6000,44.95611,-110.60071,2.64975008567174
279,6500,44.95611,-110.60071,2.44975008567174
279,7000,44.95611,-110.60071,0.949750085671746
279,8000,44.95611,-110.60071,2.44975008567174
279,8500,44.95611,-110.60071,2.49975008567174
279,9000,44.95611,-110.60071,2.04975008567174
279,10000,44.95611,-110.60071,3.24975008567174
279,2500,44.95611,-110.60071,2.74975008567174
279,3000,44.95611,-110.60071,2.84975008567174
279,3500,44.95611,-110.60071,2.34975008567174
279,4000,44.95611,-110.60071,2.64975008567174
279,4500,44.95611,-110.60071,2.84975008567174
279,500,44.95611,-110.60071,2.14975008567174
279,1000,44.95611,-110.60071,2.64975008567174
279,1500,44.95611,-110.60071,2.84975008567174
279,2000,44.95611,-110.60071,2.14975008567174
281,3000,33.563333,-88.474444,15.5623786735535
281,3500,33.563333,-88.474444,15.2823786735535
281,4000,33.563333,-88.474444,12.1823786735535
281,5000,33.563333,-88.474444,9.88237867355347
281,0,33.563333,-88.474444,14.9823786735535
281,500,33.563333,-88.474444,16.9490453402201
281,1000,33.563333,-88.474444,16.7823786735535
